"t","i","j","k","v","q"
2021,4,208,80290,17.25,"        0.300"
2021,4,208,80620,7.256,"        0.827"
2021,4,208,81340,1.393,"        0.393"
2021,4,208,120220,0.018,"        0.001"
2021,4,208,121299,0.718,"        0.150"
2021,4,208,200819,15.265,"        1.377"
2021,4,208,392020,0.002,"        0.001"
2021,4,208,392690,1.61,"        0.027"
2021,4,208,401693,2.08,"        0.004"
2021,4,208,420221,1.47,"        0.017"
2021,4,208,420232,0.04,"        0.001"
2021,4,208,570110,9.087,"        0.384"
2021,4,208,590390,0.098,"        0.002"
2021,4,208,610210,0.013,"        0.001"
2021,4,208,610230,0.017,"        0.001"
2021,4,208,610451,0.528,"        0.001"
2021,4,208,610610,0.194,"        0.006"
2021,4,208,610910,0.579,"        0.023"
2021,4,208,611010,0.679,"        0.009"
2021,4,208,611190,0.03,"        0.001"
2021,4,208,620342,0.233,"        0.001"
2021,4,208,620442,0.612,"        0.009"
2021,4,208,620520,0.803,"        0.059"
2021,4,208,621139,0.294,"        0.009"
2021,4,208,621410,0.082,"        0.003"
2021,4,208,640359,0.181,"        0.001"
2021,4,208,681599,0.046,"        0.001"
2021,4,208,701090,0.222,"        0.008"
2021,4,208,701339,0.102,"        0.003"
2021,4,208,701910,0.051,"        0.001"
2021,4,208,711319,2.084,"        0.001"
2021,4,208,711719,1.07,"        0.024"
2021,4,208,731029,0.707,"        0.054"
2021,4,208,732690,0.795,"        0.100"
2021,4,208,761690,3.125,"        0.055"
2021,4,208,820340,0.052,"        0.006"
2021,4,208,831000,0.297,"        0.001"
2021,4,208,842121,0.467,"        0.011"
2021,4,208,846291,1.797,"        0.196"
2021,4,208,847199,12.079,"        0.085"
2021,4,208,847989,0.096,"        0.001"
2021,4,208,850613,0.104,"        0.001"
2021,4,208,851220,0.056,"        0.001"
2021,4,208,870839,0.068,"        0.004"
2021,4,208,870891,0.547,"        0.003"
2021,4,208,901720,0.287,"        0.001"
2021,4,208,940360,0.002,"        0.001"
2021,4,208,950699,0.1,"        0.007"
2021,4,214,392690,1.376,"           NA"
2021,4,214,732410,0.064,"        1.244"
2021,4,214,820600,0.082,"        0.001"
2021,4,214,847193,0.424,"        0.004"
2021,4,214,848210,1.31,"        0.072"
2021,4,214,854441,0.264,"        0.001"
2021,4,214,870893,0.869,"        0.020"
2021,4,214,871500,0.048,"           NA"
2021,4,214,901849,0.012,"           NA"
2021,4,214,940180,1.351,"       15.791"
2021,4,214,940540,0.066,"        0.009"
2021,4,218,841391,4.747,"        0.059"
2021,4,231,870840,0.334,"        0.008"
2021,4,233,610910,0.056,"           NA"
2021,4,233,640399,0.269,"        0.003"
2021,4,233,710399,0.248,"        0.001"
2021,4,233,761690,0.625,"        0.031"
2021,4,233,880330,2.15,"        0.016"
2021,4,246,80250,0.308,"        0.030"
2021,4,246,91020,7.795,"        0.009"
2021,4,246,200490,1.211,"        0.036"
2021,4,246,330420,0.112,"        0.003"
2021,4,246,330499,0.959,"        0.161"
2021,4,246,401150,0.015,"        0.001"
2021,4,246,401699,0.025,"        0.001"
2021,4,246,420292,0.117,"        0.001"
2021,4,246,511211,0.281,"        0.001"
2021,4,246,570299,1.129,"        0.038"
2021,4,246,610343,1.322,"        0.013"
2021,4,246,610462,0.284,"        0.002"
2021,4,246,610910,0.058,"           NA"
2021,4,246,620311,0.039,"        0.003"
2021,4,246,620442,0.098,"        0.008"
2021,4,246,620462,0.115,"        0.001"
2021,4,246,630900,0.027,"        0.025"
2021,4,246,721230,0.151,"        0.009"
2021,4,246,841950,0.627,"        0.018"
2021,4,246,851631,0.079,"        0.001"
2021,4,246,880190,0.134,"        0.051"
2021,4,251,10600,0.001,"        0.005"
2021,4,251,80211,1.448,"        0.140"
2021,4,251,80290,5.606,"        0.217"
2021,4,251,80910,0.626,"        0.100"
2021,4,251,81340,1.511,"        0.383"
2021,4,251,90930,0.069,"        0.008"
2021,4,251,91099,0.944,"        0.014"
2021,4,251,121190,224.852,"       60.040"
2021,4,251,170490,0.708,"        0.250"
2021,4,251,200799,0.085,"        0.005"
2021,4,251,220421,0.315,"        0.001"
2021,4,251,251749,0.059,"        0.001"
2021,4,251,294200,1.796,"        0.021"
2021,4,251,330129,1.048,"        0.002"
2021,4,251,330720,0.012,"        0.002"
2021,4,251,340600,0.196,"        0.009"
2021,4,251,380810,1.592,"        0.004"
2021,4,251,391810,2.812,"        0.306"
2021,4,251,392410,0.042,"        0.007"
2021,4,251,400940,0.035,"        0.003"
2021,4,251,401691,0.391,"        0.125"
2021,4,251,401699,0.017,"        0.002"
2021,4,251,420222,0.561,"        0.001"
2021,4,251,420292,0.076,"        0.006"
2021,4,251,420330,1.064,"        0.030"
2021,4,251,442010,1.709,"        0.004"
2021,4,251,490110,0.04,"        0.012"
2021,4,251,490300,0.039,"        0.007"
2021,4,251,491191,0.012,"        0.001"
2021,4,251,570110,107.483,"        3.038"
2021,4,251,570210,0.704,"        0.011"
2021,4,251,570310,1.457,"        0.055"
2021,4,251,580136,0.043,"        0.004"
2021,4,251,610210,1.081,"        0.001"
2021,4,251,610290,0.598,"        0.010"
2021,4,251,610342,0.263,"        0.004"
2021,4,251,610441,1.487,"        0.013"
2021,4,251,610444,0.116,"        0.020"
2021,4,251,610451,0.069,"        0.001"
2021,4,251,610461,0.503,"        0.004"
2021,4,251,610520,0.076,"        0.002"
2021,4,251,610620,0.093,"        0.001"
2021,4,251,610711,0.073,"        0.003"
2021,4,251,610910,0.982,"        0.020"
2021,4,251,611010,0.821,"        0.010"
2021,4,251,611241,0.031,"        0.001"
2021,4,251,611420,1.094,"        0.015"
2021,4,251,611490,5.78,"        0.225"
2021,4,251,620112,0.251,"        0.004"
2021,4,251,620211,0.6,"        0.009"
2021,4,251,620342,0.419,"        0.018"
2021,4,251,620442,0.222,"        0.005"
2021,4,251,620462,0.409,"        0.014"
2021,4,251,620520,0.072,"        0.009"
2021,4,251,620610,0.056,"           NA"
2021,4,251,621010,0.112,"        0.010"
2021,4,251,621050,1.225,"        0.041"
2021,4,251,621142,1.309,"        0.031"
2021,4,251,621790,0.412,"        0.027"
2021,4,251,630229,0.709,"        0.006"
2021,4,251,630399,0.491,"        0.040"
2021,4,251,630539,0.12,"        0.002"
2021,4,251,630790,0.303,"        0.009"
2021,4,251,640192,3.837,"        0.003"
2021,4,251,640291,0.199,"        0.012"
2021,4,251,640351,2.002,"        0.006"
2021,4,251,640391,2.744,"        0.013"
2021,4,251,640411,0.882,"        0.003"
2021,4,251,640420,0.04,"        0.001"
2021,4,251,700721,0.096,"        0.003"
2021,4,251,710310,3.587,"        0.013"
2021,4,251,710399,2.695,"        0.003"
2021,4,251,711319,0.629,"        0.004"
2021,4,251,731029,0.34,"        0.021"
2021,4,251,731411,1.036,"        0.016"
2021,4,251,732393,0.618,"        0.006"
2021,4,251,741532,0.215,"        0.029"
2021,4,251,761690,21.885,"        0.210"
2021,4,251,820559,12.882,"        0.109"
2021,4,251,820600,2.021,"        0.028"
2021,4,251,831000,0.155,"        0.010"
2021,4,251,841330,10.357,"        0.207"
2021,4,251,843149,0.011,"        0.007"
2021,4,251,847120,405.353,"        7.993"
2021,4,251,847330,3.044,"        0.232"
2021,4,251,847990,0.194,"        0.001"
2021,4,251,848280,0.866,"        0.007"
2021,4,251,848410,1.037,"        0.031"
2021,4,251,850110,0.31,"        0.012"
2021,4,251,850422,0.581,"        0.030"
2021,4,251,850619,0.575,"        0.009"
2021,4,251,850820,0.03,"        0.016"
2021,4,251,851310,0.118,"        0.045"
2021,4,251,851590,0.147,"        0.005"
2021,4,251,851631,1.137,"        0.053"
2021,4,251,851810,0.002,"        0.005"
2021,4,251,852390,0.043,"        0.001"
2021,4,251,852520,223.74,"        0.461"
2021,4,251,852990,28.084,"        0.841"
2021,4,251,853690,0.621,"        0.006"
2021,4,251,854380,1.405,"        0.004"
2021,4,251,860900,51.587,"       11.410"
2021,4,251,870821,0.211,"        0.001"
2021,4,251,870870,0.225,"        0.020"
2021,4,251,870899,15.879,"        0.089"
2021,4,251,880330,99.78,"        0.061"
2021,4,251,901819,0.732,"        0.009"
2021,4,251,902680,0.118,"        0.010"
2021,4,251,903031,0.059,"        0.007"
2021,4,251,940290,7.093,"        0.090"
2021,4,251,940510,2.296,"        0.014"
2021,4,251,940560,0.004,"        0.019"
2021,4,251,950430,0.187,"        0.086"
2021,4,251,950691,0.443,"        0.034"
2021,4,251,960330,0.066,"        0.002"
2021,4,251,960839,0.956,"        0.010"
2021,4,268,50400,0.101,"        0.005"
2021,4,268,420231,0.193,"        0.001"
2021,4,268,420330,1.514,"        0.011"
2021,4,268,610130,0.177,"        0.003"
2021,4,268,610230,0.086,"        0.001"
2021,4,268,610442,0.036,"        0.001"
2021,4,268,610444,1.353,"        0.016"
2021,4,268,610452,0.177,"        0.003"
2021,4,268,610469,0.104,"        0.002"
2021,4,268,610910,0.448,"        0.007"
2021,4,268,611010,6.68,"        0.074"
2021,4,268,611030,1.922,"        0.022"
2021,4,268,611691,0.037,"           NA"
2021,4,268,620111,0.359,"        0.004"
2021,4,268,620193,2.976,"        0.030"
2021,4,268,620212,0.09,"        0.001"
2021,4,268,620293,3.475,"        0.038"
2021,4,268,620332,0.45,"        0.004"
2021,4,268,620431,1.205,"        0.010"
2021,4,268,620439,0.258,"        0.002"
2021,4,268,620444,0.06,"           NA"
2021,4,268,620453,0.036,"           NA"
2021,4,268,620461,0.344,"        0.003"
2021,4,268,620469,1.583,"        0.018"
2021,4,268,620610,0.029,"           NA"
2021,4,268,620640,0.426,"        0.003"
2021,4,268,621149,0.036,"           NA"
2021,4,268,640192,0.014,"           NA"
2021,4,268,640299,8.613,"        0.384"
2021,4,268,640399,1.737,"        0.044"
2021,4,268,640590,0.028,"        0.001"
2021,4,268,711610,0.019,"           NA"
2021,4,268,870190,13.933,"        1.514"
2021,4,275,210690,2.374,"           NA"
2021,4,275,847199,0.114,"           NA"
2021,4,276,10600,1.09,"        0.024"
2021,4,276,71310,1.8,"        0.714"
2021,4,276,80211,10.334,"        1.743"
2021,4,276,80232,3.526,"        0.589"
2021,4,276,80290,327.788,"       10.076"
2021,4,276,80510,1.056,"        0.080"
2021,4,276,80610,5.787,"        2.996"
2021,4,276,81120,3.344,"        1.503"
2021,4,276,81320,63.869,"       17.671"
2021,4,276,90910,8.542,"        1.369"
2021,4,276,91020,365.324,"        0.519"
2021,4,276,91099,25.224,"        0.804"
2021,4,276,120999,2.013,"        1.020"
2021,4,276,121299,1956.456,"      561.629"
2021,4,276,170112,32.775,"       10.163"
2021,4,276,170199,28.992,"       13.458"
2021,4,276,190230,6.89,"        2.837"
2021,4,276,200540,2.811,"        1.106"
2021,4,276,200819,65.232,"       11.101"
2021,4,276,210390,9.333,"        3.901"
2021,4,276,290542,49.824,"       24.000"
2021,4,276,300190,0.05,"           NA"
2021,4,276,330129,24.114,"        0.360"
2021,4,276,392490,0.243,"        0.034"
2021,4,276,401693,1.468,"        0.008"
2021,4,276,420500,0.08,"        0.002"
2021,4,276,430310,70.245,"        0.210"
2021,4,276,482010,4.51,"        1.037"
2021,4,276,482090,0.034,"        0.001"
2021,4,276,490110,0.577,"        0.169"
2021,4,276,490199,1.981,"        0.175"
2021,4,276,491000,0.36,"        0.011"
2021,4,276,570110,1935.793,"       78.817"
2021,4,276,570210,660.674,"       29.714"
2021,4,276,570242,1.276,"        0.090"
2021,4,276,570291,0.479,"        0.010"
2021,4,276,570500,10.733,"        0.676"
2021,4,276,610210,0.616,"        0.007"
2021,4,276,610413,1.337,"        0.072"
2021,4,276,610441,0.394,"        0.014"
2021,4,276,610462,12.832,"        0.149"
2021,4,276,611010,0.231,"        0.001"
2021,4,276,620442,13.119,"        0.709"
2021,4,276,620444,0.921,"        0.022"
2021,4,276,621410,6.276,"        0.026"
2021,4,276,630251,1.215,"        0.025"
2021,4,276,630790,3.344,"        0.024"
2021,4,276,640411,3.587,"        0.059"
2021,4,276,691200,0.615,"        0.019"
2021,4,276,701399,0.123,"        0.036"
2021,4,276,710399,55.254,"        0.016"
2021,4,276,711319,10.309,"           NA"
2021,4,276,711420,1.46,"        0.019"
2021,4,276,711790,1.042,"        0.044"
2021,4,276,731814,20.194,"        0.973"
2021,4,276,732391,4.938,"        3.205"
2021,4,276,732399,1.794,"        0.211"
2021,4,276,761510,119.988,"       26.541"
2021,4,276,820551,0.104,"        0.004"
2021,4,276,821490,0.281,"        0.054"
2021,4,276,830110,10.067,"        0.184"
2021,4,276,841410,5.223,"        0.022"
2021,4,276,842139,0.562,"        0.017"
2021,4,276,844390,10.515,"        0.004"
2021,4,276,847330,0.262,"        0.001"
2021,4,276,851822,20.835,"        0.175"
2021,4,276,853690,2.464,"        0.006"
2021,4,276,854211,2.561,"        0.002"
2021,4,276,870810,8.258,"        2.006"
2021,4,276,880320,0.294,"        0.054"
2021,4,276,902490,0.533,"        0.013"
2021,4,276,902720,1.088,"        0.010"
2021,4,276,902780,0.177,"        0.004"
2021,4,276,910521,0.089,"        0.001"
2021,4,276,940320,4.947,"        0.111"
2021,4,276,940490,2.302,"        0.070"
2021,4,276,940560,4.91,"        0.011"
2021,4,276,950390,1.489,"        0.128"
2021,4,276,970110,2.16,"        0.003"
2021,4,300,90930,25.599,"        8.504"
2021,4,300,482010,6.999,"        1.080"
2021,4,300,710399,0.033,"        0.002"
2021,4,300,848340,2.763,"        0.032"
2021,4,300,940510,225.163,"        9.494"
2021,4,320,90610,0.088,"        0.005"
2021,4,320,330530,1.251,"        0.175"
2021,4,320,392321,0.094,"        0.009"
2021,4,320,392490,0.238,"        0.018"
2021,4,320,400950,1.866,"        0.237"
2021,4,320,401110,17.556,"        3.696"
2021,4,320,401693,0.113,"        0.007"
2021,4,320,481830,0.549,"        0.051"
2021,4,320,490199,5.768,"        0.566"
2021,4,320,570320,2.012,"        0.096"
2021,4,320,650590,0.523,"        0.040"
2021,4,320,730799,1.881,"        0.052"
2021,4,320,731816,0.005,"        0.001"
2021,4,320,760900,0.113,"        0.003"
2021,4,320,830110,123.634,"       16.173"
2021,4,320,830990,0.124,"        0.008"
2021,4,320,840999,49.186,"        4.625"
2021,4,320,841330,1.242,"        0.067"
2021,4,320,841381,2.958,"        0.313"
2021,4,320,841430,14.565,"        1.573"
2021,4,320,848130,0.159,"        0.011"
2021,4,320,848330,0.213,"        0.012"
2021,4,320,848490,0.063,"        0.006"
2021,4,320,851140,4.25,"        0.431"
2021,4,320,851220,3.335,"        0.354"
2021,4,320,853650,0.071,"        0.004"
2021,4,320,870839,9.426,"        2.064"
2021,4,320,870891,4.267,"        0.453"
2021,4,320,870894,17.903,"        3.097"
2021,4,320,900311,0.021,"        0.003"
2021,4,320,902620,0.048,"        0.003"
2021,4,320,903290,1.028,"        0.109"
2021,4,320,950699,1.275,"        0.405"
2021,4,340,391729,0.037,"        0.001"
2021,4,340,481320,0.122,"        0.002"
2021,4,344,710399,3.297,"           NA"
2021,4,348,300510,0.272,"        0.015"
2021,4,348,382390,0.587,"        0.008"
2021,4,348,392690,0.049,"        0.005"
2021,4,348,441300,0.009,"        0.015"
2021,4,348,442090,0.032,"        0.007"
2021,4,348,570110,1.66,"        0.032"
2021,4,348,620442,0.035,"        0.001"
2021,4,348,630790,0.434,"        0.074"
2021,4,348,640411,0.048,"        0.030"
2021,4,348,691200,0.014,"        0.002"
2021,4,348,761690,0.066,"        0.020"
2021,4,348,820520,0.313,"        0.060"
2021,4,348,820600,0.013,"        0.025"
2021,4,348,847120,0.434,"        0.016"
2021,4,348,847290,0.136,"        0.020"
2021,4,348,847981,0.032,"        0.040"
2021,4,348,850810,0.01,"        0.005"
2021,4,348,852390,0.018,"        0.001"
2021,4,348,852990,12.753,"        0.420"
2021,4,348,870821,0.409,"        0.100"
2021,4,348,940290,1.045,"        0.085"
2021,4,348,940540,0.047,"        0.030"
2021,4,348,950490,0.106,"        0.003"
2021,4,352,121190,0.219,"        0.039"
2021,4,352,392690,0.179,"        0.011"
2021,4,352,570259,1.276,"        0.203"
2021,4,352,610339,0.198,"        0.006"
2021,4,352,610442,0.188,"        0.006"
2021,4,352,610469,0.103,"        0.004"
2021,4,352,610620,0.175,"        0.006"
2021,4,352,620211,0.407,"           NA"
2021,4,352,620411,0.051,"           NA"
2021,4,352,620449,0.286,"           NA"
2021,4,352,621149,0.014,"           NA"
2021,4,352,640351,0.049,"           NA"
2021,4,352,640391,1.153,"        0.028"
2021,4,352,650590,0.204,"        0.005"
2021,4,352,710310,0.009,"           NA"
2021,4,352,711620,0.026,"           NA"
2021,4,352,820160,0.277,"        0.031"
2021,4,352,820600,0.243,"        0.023"
2021,4,352,846150,0.206,"        0.021"
2021,4,352,846719,0.34,"        0.010"
2021,4,352,847989,0.166,"        0.008"
2021,4,352,850440,0.555,"        0.010"
2021,4,352,850820,0.418,"        0.024"
2021,4,352,852520,0.201,"        0.001"
2021,4,352,853890,0.419,"        0.007"
2021,4,352,870333,13.377,"        0.715"
2021,4,352,871419,0.457,"        0.013"
2021,4,352,910211,0.369,"        0.001"
2021,4,352,940540,0.321,"        0.011"
2021,4,360,90930,0.017,"        0.001"
2021,4,360,120991,41.6,"       63.000"
2021,4,360,190590,0.055,"        0.007"
2021,4,360,392690,0.075,"        0.723"
2021,4,360,420211,0.254,"        1.446"
2021,4,360,420221,0.017,"        0.004"
2021,4,360,420292,0.178,"        0.723"
2021,4,360,560229,0.076,"        0.019"
2021,4,360,610449,0.026,"        0.003"
2021,4,360,610990,0.075,"        0.019"
2021,4,360,611710,0.15,"        0.025"
2021,4,360,620349,0.074,"        0.026"
2021,4,360,621040,0.738,"        4.338"
2021,4,360,621149,0.134,"        0.023"
2021,4,360,640320,0.003,"        0.001"
2021,4,360,640411,0.204,"        0.723"
2021,4,360,700992,0.05,"        0.723"
2021,4,360,830990,6.01,"        0.001"
2021,4,360,842290,0.011,"        0.001"
2021,4,360,843149,0.119,"        0.002"
2021,4,360,847910,1.944,"        0.037"
2021,4,360,850450,0.043,"        0.002"
2021,4,360,852110,0.204,"        0.723"
2021,4,360,970110,0.072,"        0.008"
2021,4,372,71320,0.463,"        0.302"
2021,4,372,80232,0.949,"        0.190"
